countryA,countryB,bilateralTradeNormValue,bilateralTradeRawValue,foreignCapitalInvestmentNormValue,foreignCapitalInvestmentRawValue,onlineSearchInterestRawValue,migrantDestinationsRawValue,migrantDestinationsNormValue,travelDestinationsRawValue,travelDestinationsNormValue,foreignMediaFlowsRawValue,armsTradeNormValue,armsTradeRawValue,jointTrainingNormValue,jointTrainingRawValue,defenceDialoguesNormValue,defenceDialoguesRawValue,diplomaticDialoguesNormValue,diplomaticDialoguesRawValue
FR,CN,,,0.0428804615,28950563941.460003,,,,,,,,,,,,,,
FR,ID,,,0.0191537495,3716000000.000001,,,,,,,,,,,,,,
FR,IN,,,0.0411693323,14900896999.999998,,,,,,,,,,,,,,
FR,JP,,,0.0419831075,4301597000.0,,,,,,,,,,,,,,
FR,LA,,,0.0055577017,68000000.0,,,,,,,,,,,,,,
FR,MA,,,0.0122561017,1624919999.9999998,,,,,,,,,,,,,,
FR,MO,,,0.0175277324,198300000.0,,,,,,,,,,,,,,
FR,MY,,,0.0214985786,1230600000.0,,,,,,,,,,,,,,
FR,NK,,,0.0003226847,100000.0,,,,,,,,,,,,,,
FR,NZ,,,0.0075823131,177160000.0,,,,,,,,,,,,,,
FR,PH,,,0.0297957979,2392400000.0,,,,,,,,,,,,,,
FR,PK,,,0.0336816384,1872400000.0,,,,,,,,,,,,,,
FR,RU,,,0.0748086591,11671435859.000002,,,,,,,,,,,,,,
FR,SG,,,0.0513415,6037834899.999999,,,,,,,,,,,,,,
FR,SK,,,0.0926738205,6740248600.0,,,,,,,,,,,,,,
FR,SL,,,0.0192305064,284600000.0,,,,,,,,,,,,,,
FR,TH,,,0.0209619248,1256800000.0,,,,,,,,,,,,,,
FR,TW,,,0.0312786115,1099437000.0000002,,,,,,,,,,,,,,
FR,US,,,0.0704486487,55057967930.000015,,,,,,,,,,,,,,
FR,VN,,,0.0217428434,4743167570.000001,,,,,,,,,,,,,,
GE,CN,,,5.62841e-05,38000000.0,,,,,,,,,,,,,,
GE,RU,,,0.0007768824,121207000.0,,,,,,,,,,,,,,
GH,CN,,,4.04357e-05,27300000.0,,,,,,,,,,,,,,
GH,US,,,3.27561e-05,25600000.0,,,,,,,,,,,,,,
GL,CN,,,2.81421e-05,19000000.0,,,,,,,,,,,,,,
GR,AU,,,0.0001835585,34400000.0,,,,,,,,,,,,,,
GR,CN,,,0.0002256105,152320000.0,,,,,,,,,,,,,,
GR,IN,,,5.35998e-05,19400000.0,,,,,,,,,,,,,,
GR,RU,,,5.7686e-06,900000.0,,,,,,,,,,,,,,
GR,SG,,,0.0005629182,66200000.0,,,,,,,,,,,,,,
GR,SK,,,0.0002983602,21700000.000000004,,,,,,,,,,,,,,
GR,TH,,,2.8354e-05,1700000.0,,,,,,,,,,,,,,
GR,TW,,,0.000165008,5800000.0,,,,,,,,,,,,,,
GR,US,,,0.0007863644,614570000.0,,,,,,,,,,,,,,
GT,PH,,,7.7217e-05,6200000.0,,,,,,,,,,,,,,
GT,SG,,,0.000224487,26400000.0,,,,,,,,,,,,,,
GT,US,,,6.3977e-06,5000000.0,,,,,,,,,,,,,,
GY,US,,,7.2934e-06,5700000.0,,,,,,,,,,,,,,
HN,SK,,,0.0004207291,30600000.0,,,,,,,,,,,,,,
HN,TW,,,0.0008705597,30600000.0,,,,,,,,,,,,,,
HR,CN,,,0.0002926775,197600000.0,,,,,,,,,,,,,,
HR,RU,,,0.0001949144,30410000.0,,,,,,,,,,,,,,
HR,SG,,,0.0004387701,51600000.0,,,,,,,,,,,,,,
HR,US,,,4.24806e-05,33200000.000000004,,,,,,,,,,,,,,
HU,CN,,,0.0001014596,68500000.0,,,,,,,,,,,,,,
HU,ID,,,3.45345e-05,6700000.0,,,,,,,,,,,,,,
HU,IN,,,4.39297e-05,15899999.999999998,,,,,,,,,,,,,,
HU,JP,,,8.10071e-05,8300000.000000001,,,,,,,,,,,,,,
HU,RU,,,0.0028327586,441958999.99999994,,,,,,,,,,,,,,
HU,SG,,,0.0007491404,88100000.0,,,,,,,,,,,,,,
HU,SK,,,0.0001141193,8300000.000000001,,,,,,,,,,,,,,
HU,TH,,,0.000111748,6700000.0,,,,,,,,,,,,,,
HU,US,,,0.0001701783,133000000.0,,,,,,,,,,,,,,
HU,VN,,,5.93632e-05,12950000.0,,,,,,,,,,,,,,
ID,AE,0.0094992815,2926263326.9999995,,,,,,,,,,,,,,,,
ID,AF,7.09856e-05,21867175.0,,,,,,,,,,,,,,,,
ID,AG,2.2301e-06,686972.0,,,,,,,,,,,,,,,,
ID,AI,1.3434e-06,413842.0,,,,,,,,,,,,,,,,
ID,AL,2.19664e-05,6766786.000000001,,,,,,,,,,,,,,,,
ID,AM,5.8754e-06,1809930.0,,,,,,,,,,,,,,,,
ID,AN,4.0283e-06,1240910.9999999998,,,,,,,,,,,,,,,,
ID,AN,1.2562e-05,3869748.0,,,,,,,,,,,,,,,,
ID,AO,0.0004207427,129610206.0,,,,,,,,,,,,,,,,
ID,AR,0.0061901472,1906881162.0,,,,,,,,,,,,,,,,
ID,AS,9.7761e-06,3011531.0,,,,,,,,,,,,,,,,
ID,AU,0.023219984,7152939701.0,0.0007363685,138000000.0,0.0140764695,88852.0,0.0183013628,34349.0,0.0194015853,0.0148129255,0.0245855839,132000000.0,0.0683544304,27.0,0.064516129,2.0,0.0666666667,2.0
ID,AZ,1.32904e-05,4094125.0,,,,,,,,,,,,,,,,
ID,BA,0.0057213114,1762455817.0,,,0.0003804451,149901.0,0.0308759801,,,6.27241e-05,,,0.0481012658,19.0,,,0.0333333333,1.0
ID,BB,1.25053e-05,3852259.0,,,,,,,,,,,,,,,,
ID,BF,4.36562e-05,13448333.0,,,,,,,,,,,,,,,,
ID,BH,0.0005521379,170086653.0,,,,,,,,,,,,,,,,
ID,BI,1.2278e-06,378240.0,,,,,,,,,,,,,,,,
ID,BIH,6.5733e-06,2024902.0,,,,,,,,,,,,,,,,
ID,BJ,0.0004638979,142904235.0,,,,,,,,,,,,,,,,
ID,BM,2.9784e-06,917486.0,,,,,,,,,,,,,,,,
ID,BO,6.29155e-05,19381187.0,,,,,,,,,,,,,,,,
ID,BR,0.0006632456,204313480.99999997,0.0039274557,57400000.0,0.003043561,6717.0,0.0013835395,6262.0,0.0035370091,0.0004782772,,,0.0582278481,23.0,0.0322580645,1.0,0.0333333333,1.0
ID,BRA,0.0116084324,3575989413.0000005,,,,,,,,,,,,,,,,
ID,BS,2.11662e-05,6520277.0,,,,,,,,,,,,,,,,
ID,BT,3.2948e-06,1014972.0,,,,,,,,,,,,,,,,
ID,BW,1.3662e-06,420846.0,,,,,,,,,,,,,,,,
ID,BY,0.0005362509,165192646.0,,,,,,,,,,,,,,,,
ID,BZ,2.6658e-06,821197.0,,,,,,,,,,,,,,,,
ID,CA,0.0078055443,2404505869.0,,,,,,,,,,,,,,,,
ID,CB,0.0019109098,588657697.0,0.0026837264,58300000.0,0.0563058779,111.0,2.28633e-05,14564.0,0.0082262857,,,,0.0329113924,13.0,,,0.0666666667,2.0
ID,CD,6.10404e-05,18803565.0,,,,,,,,,,,,,,,,
ID,CF,7.5921e-06,2338768.0,,,,,,,,,,,,,,,,
ID,CG,0.0002119554,65293068.00000001,,,,,,,,,,,,,,,,
ID,CH,0.0100633222,3100016638.0,,,,,,,,,,,,,,,,
ID,CI,0.0007503308,231140167.0,,,,,,,,,,,,,,,,
ID,CL,0.0008234536,253665729.0,,,,,,,,,,,,,,,,
ID,CM,0.0001842671,56763672.0,,,,,,,,,,,,,,,,
ID,CN,0.2473786385,76205241464.0,0.001469016,991800000.0,0.0920677192,171274.0,0.0352783011,167519.6624836423,0.0946212995,0.0141403133,0.0501024399,269000000.0,0.0379746835,15.0,0.064516129,2.0,0.1,3.0
ID,CO,0.0004354642,134145193.0,,,,,,,,,,,,,,,,
ID,CR,7.35576e-05,22659481.0,,,,,,,,,,,,,,,,
ID,CU,1.79252e-05,5521870.0,,,,,,,,,,,,,,,,
ID,CV,2.0489e-06,631158.0,,,,,,,,,,,,,,,,
ID,DJ,0.0006384459,196673919.0,,,,,,,,,,,,,,,,
ID,DM,5.954e-06,1834124.0,,,,,,,,,,,,,,,,
ID,DO,0.0002628209,80962256.0,,,,,,,,,,,,,,,,
ID,DZ,0.0010948197,337260324.99999994,,,,,,,,,,,,,,,,
ID,EC,0.000813465,250588728.0,,,,,,,,,,,,,,,,
ID,EG,0.0038465007,1184918459.0,,,,,,,,,,,,,,,,
ID,ER,2.102e-06,647520.0,,,,,,,,,,,,,,,,
ID,ET,0.0002077608,64000912.0,,,,,,,,,,,,,,,,
ID,EU,0.0756803355,23313404403.0,,,,,,,,,,,,,,,,
ID,FJ,6.98598e-05,21520386.0,,,,,,,,,,,,,,,,
ID,FK,1.557e-07,47976.0,,,,,,,,,,,,,,,,
ID,FM,3.8181e-06,1176175.0,,,,,,,,,,,,,,,,
ID,FO,1.1e-09,324.0,,,,,,,,,,,,,,,,
ID,GA,7.04607e-05,21705505.0,,,,,,,,,,,,,,,,
ID,GD,2.0823e-06,641465.0,,,,,,,,,,,,,,,,
ID,GE,0.0001617967,49841642.0,,,,,,,,,,,,,,,,
ID,GH,0.0005007437,154254620.0,,,,,,,,,,,,,,,,
ID,GI,4.366e-07,134496.0,,,,,,,,,,,,,,,,
ID,GL,6.402e-07,197220.0,,,,,,,,,,,,,,,,
ID,GM,0.0001671446,51489055.0,,,,,,,,,,,,,,,,
ID,GN,0.0002254723,69456966.99999999,,,,,,,,,,,,,,,,
ID,GQ,0.0001610141,49600554.0,,,,,,,,,,,,,,,,
ID,GT,0.0002142089,65987266.00000001,,,,,,,,,,,,,,,,
ID,GU,2.283e-06,703295.0,,,,,,,,,,,,,,,,
ID,GW,1.8578e-06,572290.0000000001,,,,,,,,,,,,,,,,
ID,GY,8.2887e-06,2553334.0,,,,,,,,,,,,,,,,
ID,HN,0.0001154283,35557807.0,,,,,,,,,,,,,,,,
ID,HT,0.0004568611,140736523.0,,,,,,,,,,,,,,,,
ID,IL,0.0006949024,214065385.0,,,,,,,,,,,,,,,,
ID,IN,0.0460258292,14178303539.0,0.0004550457,164700000.0,0.0325280578,1316.0,0.0002710642,11795.0,0.0066622521,0.0085078384,,,0.0759493671,30.0,0.064516129,2.0,0.0333333333,1.0
ID,IQ,0.000689527,212409507.00000003,,,,,,,,,,,,,,,,
ID,IR,0.0007011084,215977148.0,,,,,,,,,,,,,,,,
ID,IS,1.30578e-05,4022475.0,,,,,,,,,,,,,,,,
ID,JM,5.16929e-05,15924043.000000002,,,,,,,,,,,,,,,,
ID,JO,0.0008617219,265454308.99999997,,,,,,,,,,,,,,,,
ID,JP,0.0789964099,24334924492.0,0.0001200466,12300000.0,0.176526536,57169.0,0.0117754312,77724.0,0.0439013891,0.1235570865,,,0.0430379747,17.0,0.1290322581,4.0,0.1,3.0
ID,KE,0.0013471547,414992382.0,,,,,,,,,,,,,,,,
ID,KG,4.9993e-06,1540043.0,,,,,,,,,,,,,,,,
ID,KI,8.8424e-06,2723913.0,,,,,,,,,,,,,,,,
ID,KM,1.40892e-05,4340204.0,,,,,,,,,,,,,,,,
ID,KN,9.802e-07,301960.0,,,,,,,,,,,,,,,,
ID,KW,0.0014310201,440827193.99999994,,,,,,,,,,,,,,,,
ID,KZ,0.0004865061,149868707.0,,,,,,,,,,,,,,,,
ID,LA,0.0001537463,47361713.0,,,0.0022826707,,,1217.0,0.0006874066,,,,0.017721519,7.0,,,,
ID,LB,0.0001725369,53150168.0,,,,,,,,,,,,,,,,
ID,LC,3.7543e-06,1156512.0,,,,,,,,,,,,,,,,
ID,LR,0.0001983747,61109515.0,,,,,,,,,,,,,,,,
ID,LS,1.4945e-06,460392.0,,,,,,,,,,,,,,,,
ID,LY,5.93853e-05,18293708.000000004,,,,,,,,,,,,,,,,
ID,MA,0.0488998411,15063645838.0,0.0036506125,483999999.99999994,0.0319573901,1241634.0,0.2557465707,711723.0,0.4020074666,0.0692758752,,,0.0810126582,32.0,0.1935483871,6.0,0.1,3.0
ID,MAR,0.0004311439,132814330.99999999,,,,,,,,,,,,,,,,
ID,MD,5.15693e-05,15885986.0,,,,,,,,,,,,,,,,
ID,ME,1.1529e-05,3551530.0,,,,,,,,,,,,,,,,
ID,MG,0.0002340478,72098656.0,,,,,,,,,,,,,,,,
ID,MH,0.000182986,56369034.0,,,,,,,,,,,,,,,,
ID,MK,2.78521e-05,8579877.0,,,,,,,,,,,,,,,,
ID,ML,3.21121e-05,9892161.999999998,,,,,,,,,,,,,,,,
ID,MO,7.89698e-05,24326736.999999996,,,,,,25.0,1.41209e-05,,,,0.0075949367,3.0,,,,
ID,MR,0.0002721821,83845961.0,,,,,,,,,,,,,,,,
ID,MS,5.34e-08,16464.0,,,,,,,,,,,,,,,,
ID,MU,0.0002339642,72072905.0,,,,,,,,,,,,,,,,
ID,MV,0.0001005459,30973268.0,,,,,,,,,,,,,,,,
ID,MW,6.58245e-05,20277313.999999996,,,,,,,,,,,,,,,,
ID,MX,0.0039153837,1206137941.0,,,,,,,,,,,,,,,,
ID,MY,0.003957797,1219203382.9999998,0.0129152196,739280000.0,0.0114133536,,,3653.0,0.0020633495,4.03227e-05,,,0.0253164557,10.0,,,,
ID,MZ,0.0002248628,69269207.00000001,,,,,,,,,,,,,,,,
ID,NA,2.1678e-05,6677928.000000001,,,,,,,,,,,,,,,,
ID,NC,4.73353e-05,14581676.0,,,,,,,,,,,,,,,,
ID,NE,1.20477e-05,3711316.0,,,,,,,,,,,,,,,,
ID,NG,0.003901221,1201775105.0000002,,,,,,,,,,,,,,,,
ID,NI,5.32393e-05,16400406.0,,,,,,,,,,,,,,,,
ID,NK,2.5032e-06,771124.0,,,,1444.0,0.0002974291,,,0.0002903096,,,,,,,,
ID,NO,0.0007506438,231236597.0,,,,,,,,,,,,,,,,
ID,NP,5.47776e-05,16874287.0,,,,,,,,1.79212e-05,0.0016762898,9000000.0,0.0075949367,3.0,,,,
ID,NR,2.0745e-06,639037.0,,,,,,,,,,,,,,,,
ID,NZ,0.0040156378,1237021325.0,,,,7481.0,0.001540905,4268.0,0.0024107242,0.0002374557,,,0.0227848101,9.0,,,0.0333333333,1.0
ID,OM,0.0017067847,525776769.00000006,,,,,,,,,,,,,,,,
ID,PA,0.000354009,109052833.0,,,,,,,,,,,,,,,,
ID,PE,0.0008077182,248818427.0,,,,,,,,,,,,,,,,
ID,PF,3.62678e-05,11172342.0,,,,,,,,,,,,,,,,
ID,PG,0.0005595856,172380917.0,,,,13592.0,0.0027996232,877.0,0.000495362,7.6165e-05,,,0.0101265823,4.0,,,,
ID,PH,0.0210702756,6490719838.0,0.0024186357,194200000.00000003,0.0116035762,3515.0,0.000724005,13734.0,0.007757471,0.0014837283,0.0335257962,180000000.0,0.0658227848,26.0,0.064516129,2.0,,
ID,PK,0.0083799708,2581458527.9999995,,,,380.0,7.82708e-05,3357.6781161096,0.0018965408,0.0029525147,,,0.0151898734,6.0,,,0.0333333333,1.0
ID,PS,1.17561e-05,3621492.0,,,,,,,,,,,,,,,,
ID,PW,9.187e-07,282995.0,,,,,,,,,,,,,,,,
ID,PY,0.0001193309,36759996.0,,,,,,,,,,,,,,,,
ID,QA,0.0029057199,895109981.0000001,,,,,,,,,,,,,,,,
ID,RS,9.45013e-05,29111215.0,,,,,,,,,,,,,,,,
ID,RU,0.0062707448,1931709315.0,,,0.0133155792,161.0,3.31621e-05,1673.0,0.0009449723,0.0661575052,0.0771093313,414000000.0,0.017721519,7.0,0.0967741935,3.0,0.0333333333,1.0
ID,RW,2.9199e-06,899492.0,,,,,,,,,,,,,,,,
ID,SA,0.0128278346,3951627514.0,,,,,,,,,,,,,,,,
ID,SB,4.62373e-05,14243460.0,,,,,,,,,,,,,,,,
ID,SC,9.26544e-05,28542273.0,,,,,,,,,,,,,,,,
ID,SD,0.0005864169,180646325.0,,,,,,,,,,,,,,,,
ID,SG,0.0748367767,23053545265.0,0.0046436502,546100000.0,0.4609092638,159685.0,0.0328912474,457696.0,0.2585236243,0.032375682,,,0.0987341772,39.0,0.064516129,2.0,0.1333333333,4.0
ID,SK,0.0433560289,13355868837.0,0.0004207291,30600000.0,0.0165493628,50117.0,0.0103228897,66762.0,0.0377096461,0.0252803979,0.165766437,890000000.0,0.0329113924,13.0,0.064516129,2.0,0.0333333333,1.0
ID,SL,0.000949696,292554809.0,2.02711e-05,300000.0,,323.0,6.65302e-05,1114.0,0.0006292284,,,,0.0379746835,15.0,,,0.0333333333,1.0
ID,SLE,4.91346e-05,15135956.0,,,,,,,,,,,,,,,,
ID,SM,1.196e-06,368427.0,,,,,,,,,,,,,,,,
ID,SN,0.0002407235,74155113.0,,,,,,,,,,,,,,,,
ID,SO,0.000237592,73190443.0,,,,,,,,,,,,,,,,
ID,SR,1.91393e-05,5895895.0,,,,,,,,,,,,,,,,
ID,SS,1e-10,24.0,,,,,,,,,,,,,,,,
ID,ST,4.502e-06,1386840.0,,,,,,,,,,,,,,,,
ID,SV,5.69675e-05,17548900.0,,,,,,,,,,,,,,,,
ID,SY,8.46451e-05,26074996.000000004,,,,,,,,,,,,,,,,
ID,SZ,1.34505e-05,4143437.0000000005,,,,,,,,,,,,,,,,
ID,TD,1.23793e-05,3813460.0,,,,,,,,,,,,,,,,
ID,TG,0.0004300041,132463187.0,,,,,,,,,,,,,,,,
ID,TH,0.0376451229,11596618450.0,0.0016812238,100800000.00000001,0.0340498383,697.0,0.0001435651,99033.0,0.0559375002,0.0057081235,0.0001862544,1000000.0,0.0734177215,29.0,,,0.0333333333,1.0
ID,TJ,1.5679e-06,482985.0,,,,,,,,,,,,,,,,
ID,TL,0.0007267166,223865775.99999997,,,,,,,,,,,,,,,,
ID,TM,9.1376e-06,2814848.0,,,,,,,,,,,,,,,,
ID,TN,0.0002732679,84180454.0,,,,,,,,,,,,,,,,
ID,TO,1.42738e-05,4397046.0,,,,,,,,,,,,,,,,
ID,TR,0.0042928476,1322416074.0,,,,,,,,,,,,,,,,
ID,TT,6.51716e-05,20076192.0,,,,,,,,,,,,,,,,
ID,TV,5.6123e-06,1728880.0,,,,,,,,,,,,,,,,
ID,TW,0.0235969712,7269070998.0,0.0007766758,27300000.0,,253570.0,0.0522292865,55717.0,0.0314710218,0.0002107462,,,,,,,,
ID,TZ,0.0008466313,260805629.0,,,,,,,,,,,,,,,,
ID,UA,0.0038531938,1186980264.0,,,,,,,,,,,,,,,,
ID,UG,2.90883e-05,8960673.0,,,,,,,,,,,,,,,,
ID,UK,0.0072797839,2242544830.0,,,,,,,,,,,,,,,,
ID,US,0.088650179,27308777892.0,7.65162e-05,59800000.00000001,0.0325280578,105617.0,0.0217545473,15913.0,0.0089882508,0.6310469306,0.1761966847,946000000.0,0.0810126582,32.0,0.0322580645,1.0,0.1,3.0
ID,UY,0.000145342,44772756.0,,,,,,,,,,,,,,,,
ID,UZ,0.0001012461,31188960.0,,,,,,,,,,,,,,,,
ID,VA,4.07e-08,12540.0,,,,,,,,,,,,,,,,
ID,VC,3.5776e-06,1102074.0,,,,,,,,,,,,,,,,
ID,VE,8.28694e-05,25528005.0,,,,,,,,,,,,,,,,
ID,VN,0.0262021781,8071607650.0,0.0013275364,289600000.0,0.0104622408,8288.0,0.0017071275,21446.0,0.0121134938,0.0032871572,0.0014900354,8000000.0,0.0405063291,16.0,0.1290322581,4.0,0.0333333333,1.0
ID,VU,5.97907e-05,18418585.0,,,,,,,,,,,,,,,,
ID,WS,4.75301e-05,14641701.999999998,,,,,,,,,,,,,,,,
ID,YE,0.0004278551,131801206.00000001,,,,,,,,,,,,,,,,
ID,ZA,0.0040937363,1261079637.0,,,,,,,,,,,,,,,,
ID,ZM,1.80296e-05,5554028.0,,,,,,,,,,,,,,,,
ID,ZW,0.0001956962,60284398.99999999,,,,,,,,,,,,,,,,
IE,AU,,,0.0204810584,3838276600.0,,,,,,,,,,,,,,
IE,BA,,,0.0008128274,23000000.0,,,,,,,,,,,,,,
IE,CB,,,0.0007319254,15900000.0,,,,,,,,,,,,,,
IE,CN,,,0.0026446598,1785531000.0000002,,,,,,,,,,,,,,
IE,ID,,,0.0017251776,334700000.0,,,,,,,,,,,,,,
IE,IN,,,0.0043573651,1577112000.0000002,,,,,,,,,,,,,,
IE,JP,,,0.0021813351,223500000.0,,,,,,,,,,,,,,
IE,LA,,,0.0002942313,3600000.0,,,,,,,,,,,,,,
IE,MA,,,0.0005498546,72900000.0,,,,,,,,,,,,,,
IE,MO,,,0.0027047333,30600000.0,,,,,,,,,,,,,,
IE,MY,,,6.2892e-05,3600000.0,,,,,,,,,,,,,,
IE,NZ,,,0.0028461494,66500000.0,,,,,,,,,,,,,,
IE,PH,,,0.0039891298,320300000.0,,,,,,,,,,,,,,
IE,RU,,,0.0040767306,636040000.0000001,,,,,,,,,,,,,,
IE,SG,,,0.0037334743,439061999.99999994,,,,,,,,,,,,,,
IE,SK,,,0.0007094648,51600000.0,,,,,,,,,,,,,,
IE,TH,,,0.0010224109,61300000.0,,,,,,,,,,,,,,
IE,TW,,,0.0003101013,10900000.0,,,,,,,,,,,,,,
IE,US,,,0.010127351,7914862499.0,,,,,,,,,,,,,,
IE,VN,,,0.0010410342,227100000.00000003,,,,,,,,,,,,,,
IL,AU,,,0.0026242467,491799999.99999994,,,,,,,,,,,,,,
IL,CN,,,0.0017431346,1176870000.0,,,,,,,,,,,,,,
IL,ID,,,6.9069e-05,13400000.0,,,,,,,,,,,,,,
IL,IN,,,0.0043256417,1565630000.0,,,,,,,,,,,,,,
IL,JP,,,0.0059413322,608749999.9999999,,,,,,,,,,,,,,
IL,MA,,,3.16789e-05,4200000.0,,,,,,,,,,,,,,
IL,PH,,,0.0006227177,50000000.0,,,,,,,,,,,,,,
IL,RU,,,0.0035234838,549723999.9999999,,,,,,,,,,,,,,
IL,SG,,,0.0022525232,264899999.99999997,,,,,,,,,,,,,,
IL,SK,,,0.007982854,580600000.0,,,,,,,,,,,,,,
IL,TH,,,0.000111748,6700000.0,,,,,,,,,,,,,,
IL,TW,,,0.0019004374,66800000.0,,,,,,,,,,,,,,
IL,US,,,0.0087986425,6876432499.999998,,,,,,,,,,,,,,
IL,VN,,,0.0011125452,242700000.0,,,,,,,,,,,,,,
IN,AE,0.0653009522,42029685439.0,,,,,,,,,,,,,,,,
IN,AF,0.0021320641,1372261524.0,,,,,,,,,,,,,,,,
IN,AG,2.4029e-06,1546548.0,,,,,,,,,,,,,,,,
IN,AI,3.286e-07,211488.0,,,,,,,,,,,,,,,,
IN,AL,8.23488e-05,53002192.0,,,,,,,,,,,,,,,,
IN,AM,0.0001871245,120439011.0,,,,,,,,,,,,,,,,
IN,AN,8.4425e-06,5433878.0,,,,,,,,,,,,,,,,
IN,AN,1.56349e-05,10063126.0,,,,,,,,,,,,,,,,
IN,AN,2.16429e-05,13930000.0,,,,,,,,,,,,,,,,
IN,AO,0.0035151301,2262445002.0,,,,,,,,,,,,,,,,
IN,AR,0.0052065179,3351073808.0,,,,,,,,,,,,,,,,
IN,AS,3.1414e-06,2021911.0000000002,,,,,,,,,,,,,,,,
IN,AU,0.0166504131,10716713916.0,0.0295446219,5536844270.000001,0.0817810892,579264.0,0.0324082106,83971.0,0.0480518895,0.0728104218,,,0.064,24.0,0.0689655172,4.0,0.04,1.0
IN,AZ,0.0001605542,103337576.0,,,,,,,,,,,,,,,,
IN,BA,0.0137965924,8879907840.0,0.2257009665,6386500000.0,0.0734433209,33762.0,0.0018888901,76686.816,0.0438835599,0.0042789222,,,0.0506666667,19.0,0.0862068966,5.0,0.16,4.0
IN,BB,1.71726e-05,11052812.0,,,,,,,,,,,,,,,,
IN,BF,0.0008240228,530366230.0,,,,,,,,,,,,,,,,
IN,BH,0.0014754634,949653240.0,,,,,,,,,,,,,,,,
IN,BI,0.0001021926,65774280.00000001,,,,,,,,,,,,,,,,
IN,BIH,2.59488e-05,16701469.0,,,,,,,,,,,,,,,,
IN,BJ,0.0012294836,791333155.0,,,,,,,,,,,,,,,,
IN,BM,4.9237e-06,3169012.0,,,,,,,,,,,,,,,,
IN,BO,0.001717241,1105268717.0,,,,,,,,,,,,,,,,
IN,BR,0.0007533761,484895818.99999994,,,,3357.0,0.0001878148,1750.0,0.0010014268,0.0006788047,,,0.032,12.0,,,0.04,1.0
IN,BRA,0.0106697823,6867397449.0,,,,,,,,,,,,,,,,
IN,BS,0.0001456427,93740096.0,,,,,,,,,,,,,,,,
IN,BT,0.0012533098,806668427.0,,,,,,,,,,,,,,,,
IN,BW,0.0009650399,621129146.0,,,,,,,,,,,,,,,,
IN,BY,0.0004329238,278642969.0,,,,,,,,,,,,,,,,
IN,BZ,1.56626e-05,10080906.0,,,,,,,,,,,,,,,,
IN,CA,0.0086116593,5542726721.0,,,,,,,,,,,,,,,,
IN,CB,0.000283971,182772421.0,0.0137546731,298800000.0,,101.0,5.6507e-06,12919.0,0.0073928185,,,,0.0213333333,8.0,,,,
IN,CD,0.0008400299,540668905.0,,,,,,,,,,,,,,,,
IN,CF,3.37202e-05,21703345.000000004,,,,,,,,,,,,,,,,
IN,CG,0.0002872031,184852671.99999997,,,,,,,,,,,,,,,,
IN,CH,0.0195938482,12611198574.0,,,,,,,,,,,,,,,,
IN,CI,0.0011763808,757154559.0000001,,,,,,,,,,,,,,,,
IN,CL,0.0024736905,1592142659.0,,,,,,,,,,,,,,,,
IN,CM,0.0009622369,619325017.0,,,,,,,,,,,,,,,,
IN,CN,0.158158934,101795915971.00002,0.0081870999,5527486190.000002,0.0998758205,25741.0,0.0014401374,184946.2475908695,0.1058343554,0.0193697751,,,0.048,18.0,0.1034482759,6.0,,
IN,CO,0.0030854509,1985890350.0,,,,,,,,,,,,,,,,
IN,CR,0.0002344771,150916612.99999997,,,,,,,,,,,,,,,,
IN,CU,0.0001402095,90243117.0,,,,,,,,,,,,,,,,
IN,CV,7.5407e-06,4853402.0,,,,,,,,,,,,,,,,
IN,DJ,0.0005540353,356594027.0,,,,,,,,,,,,,,,,
IN,DM,2.4649e-06,1586480.0,,,,,,,,,,,,,,,,
IN,DO,0.0006061932,390164457.0,,,,,,,,,,,,,,,,
IN,DZ,0.0019654943,1265052098.0,,,,,,,,,,,,,,,,
IN,EC,0.0007964198,512600092.0,,,,,,,,,,,,,,,,
IN,EG,0.0060754173,3910323926.9999995,,,,,,,,,,,,,,,,
IN,ER,1.3456e-05,8660687.0,,,,,,,,,,,,,,,,
IN,ET,0.0010824431,696693419.0000001,,,,,,,,,,,,,,,,
IN,EU,0.1116874793,71885469710.0,,,,,,,,,,,,,,,,
IN,FJ,7.02327e-05,45203922.00000001,,,,,,,,,,,,,,,,
IN,FM,9.753e-07,627715.0,,,,,,,,,,,,,,,,
IN,FO,2.373e-07,152720.0,,,,,,,,,,,,,,,,
IN,GA,0.0005713772,367755807.0,,,,,,,,,,,,,,,,
IN,GD,3.8395e-06,2471245.0,,,,,,,,,,,,,,,,
IN,GE,0.0002776059,178675620.99999997,,,,,,,,,,,,,,,,
IN,GH,0.0030320427,1951515171.0,,,,,,,,,,,,,,,,
IN,GI,0.0004023931,258992486.00000003,,,,,,,,,,,,,,,,
IN,GL,1.7031e-06,1096165.0,,,,,,,,,,,,,,,,
IN,GM,0.0002409797,155101907.99999997,,,,,,,,,,,,,,,,
IN,GN,0.0022653355,1458039053.0,,,,,,,,,,,,,,,,
IN,GQ,0.0005808885,373877573.00000006,,,,,,,,,,,,,,,,
IN,GT,0.0004980362,320551293.0,,,,,,,,,,,,,,,,
IN,GU,1.429e-06,919739.0,,,,,,,,,,,,,,,,
IN,GW,0.0002181246,140391654.00000003,,,,,,,,,,,,,,,,
IN,GY,5.39264e-05,34708667.00000001,,,,,,,,,,,,,,,,
IN,HN,0.0002323182,149527091.99999997,,,,,,,,,,,,,,,,
