COUNTRY,POST COUNTRY,Year,POST COUNT
CL,US,2016,9
CL,US,2017,9
CL,US,2019,9
CL,US,2021,9
CL,US,2023,9
CL,UY,2016,1
CL,UY,2017,2
CL,UY,2019,2
CL,UY,2021,2
CL,UY,2023,1
CL,VE,2016,3
CL,VE,2017,3
CL,VE,2019,3
CL,VE,2021,3
CL,VE,2023,2
CL,VN,2016,1
CL,VN,2017,1
CL,VN,2019,1
CL,VN,2021,1
CL,VN,2023,1
CN,AF,2016,1
CN,AF,2017,1
CN,AF,2019,1
CN,AF,2021,1
CN,AF,2023,1
CN,AL,2016,1
CN,AL,2017,1
CN,AL,2019,1
CN,AL,2021,1
CN,AL,2023,1
CN,DZ,2016,1
CN,DZ,2017,1
CN,DZ,2019,1
CN,DZ,2021,1
CN,DZ,2023,1
CN,AO,2016,1
CN,AO,2017,1
CN,AO,2019,1
CN,AO,2021,1
CN,AO,2023,1
CN,AG,2016,1
CN,AG,2017,1
CN,AG,2019,1
CN,AG,2021,1
CN,AG,2023,1
CN,AR,2016,1
CN,AR,2017,1
CN,AR,2019,1
CN,AR,2021,1
CN,AR,2023,1
CN,AM,2016,1
CN,AM,2017,1
CN,AM,2019,1
CN,AM,2021,1
CN,AM,2023,1
CN,AU,2016,6
CN,AU,2017,6
CN,AU,2019,6
CN,AU,2021,6
CN,AU,2023,6
CN,AT,2016,2
CN,AT,2017,2
CN,AT,2019,2
CN,AT,2021,2
CN,AT,2023,2
CN,AZ,2016,1
CN,AZ,2017,1
CN,AZ,2019,1
CN,AZ,2021,1
CN,AZ,2023,1
CN,BS,2016,1
CN,BS,2017,1
CN,BS,2019,1
CN,BS,2021,1
CN,BS,2023,1
CN,BH,2016,1
CN,BH,2017,1
CN,BH,2019,1
CN,BH,2021,1
CN,BH,2023,1
CN,BA,2016,1
CN,BA,2017,1
CN,BA,2019,1
CN,BA,2021,1
CN,BA,2023,1
CN,BB,2016,2
CN,BB,2017,1
CN,BB,2019,1
CN,BB,2021,1
CN,BB,2023,1
CN,BY,2016,1
CN,BY,2017,1
CN,BY,2019,1
CN,BY,2021,1
CN,BY,2023,1
CN,BE,2016,2
CN,BE,2017,2
CN,BE,2019,2
CN,BE,2021,2
CN,BE,2023,2
CN,BJ,2016,1
CN,BJ,2017,1
CN,BJ,2019,1
CN,BJ,2021,1
CN,BJ,2023,1
CN,BO,2016,2
CN,BO,2017,2
CN,BO,2019,2
CN,BO,2021,2
CN,BO,2023,2
CN,BIH,2016,1
CN,BIH,2017,1
CN,BIH,2019,1
CN,BIH,2021,1
CN,BIH,2023,1
CN,BW,2016,1
CN,BW,2017,1
CN,BW,2019,1
CN,BW,2021,1
CN,BW,2023,1
CN,BRA,2016,3
CN,BRA,2017,4
CN,BRA,2019,4
CN,BRA,2021,4
CN,BRA,2023,4
CN,BR,2016,1
CN,BR,2017,1
CN,BR,2019,1
CN,BR,2021,1
CN,BR,2023,1
CN,BG,2016,1
CN,BG,2017,1
CN,BG,2019,1
CN,BG,2021,1
CN,BG,2023,1
CN,BF,2019,1
CN,BF,2021,1
CN,BF,2023,1
CN,BI,2016,1
CN,BI,2017,1
CN,BI,2019,1
CN,BI,2021,1
CN,BI,2023,1
CN,CV,2016,1
CN,CV,2017,1
CN,CV,2019,1
CN,CV,2021,1
CN,CV,2023,1
CN,CB,2016,1
CN,CB,2017,1
CN,CB,2019,1
CN,CB,2021,1
CN,CB,2023,1
CN,CM,2016,2
CN,CM,2017,2
CN,CM,2019,2
CN,CM,2021,1
CN,CM,2023,1
CN,CA,2016,5
CN,CA,2017,5
CN,CA,2019,5
CN,CA,2021,5
CN,CA,2023,5
CN,CF,2016,1
CN,CF,2017,1
CN,CF,2019,1
CN,CF,2021,1
CN,CF,2023,1
CN,TD,2016,1
CN,TD,2017,1
CN,TD,2019,1
CN,TD,2021,1
CN,TD,2023,1
CN,CL,2016,2
CN,CL,2017,2
CN,CL,2019,2
CN,CL,2021,2
CN,CL,2023,2
CN,CO,2016,2
CN,CO,2017,2
CN,CO,2019,1
CN,CO,2021,1
CN,CO,2023,1
CN,KM,2016,1
CN,KM,2017,1
CN,KM,2019,1
CN,KM,2021,1
CN,KM,2023,1
CN,CG,2016,1
CN,CG,2017,1
CN,CG,2019,1
CN,CG,2021,1
CN,CG,2023,1
CN,CR,2016,1
CN,CR,2017,1
CN,CR,2019,1
CN,CR,2021,1
CN,CR,2023,1
CN,CI,2016,1
CN,CI,2017,1
CN,CI,2019,1
CN,CI,2021,1
CN,CI,2023,1
CN,HR,2016,1
CN,HR,2017,1
CN,HR,2019,1
CN,HR,2021,1
CN,HR,2023,1
CN,CU,2016,1
CN,CU,2017,1
CN,CU,2019,1
CN,CU,2021,1
CN,CU,2023,1
CN,CY,2016,1
CN,CY,2017,1
CN,CY,2019,1
CN,CY,2021,1
CN,CY,2023,1
CN,CZ,2016,1
CN,CZ,2017,1
CN,CZ,2019,1
CN,CZ,2021,1
CN,CZ,2023,1
CN,CD,2016,1
CN,CD,2017,1
CN,CD,2019,1
CN,CD,2021,1
CN,CD,2023,1
CN,DK,2016,1
CN,DK,2017,1
CN,DK,2019,1
CN,DK,2021,1
CN,DK,2023,1
CN,DJ,2016,1
CN,DJ,2017,1
CN,DJ,2019,1
CN,DJ,2021,1
CN,DJ,2023,1
CN,DM,2016,1
CN,DM,2017,1
CN,DM,2019,1
CN,DM,2021,1
CN,DM,2023,1
CN,DO,2017,1
CN,DO,2019,1
CN,DO,2021,1
CN,DO,2023,1
CN,EC,2016,2
CN,EC,2017,2
CN,EC,2019,2
CN,EC,2021,2
CN,EC,2023,2
CN,EG,2016,2
CN,EG,2017,2
CN,EG,2019,2
CN,EG,2021,2
CN,EG,2023,2
CN,SV,2019,1
CN,SV,2021,1
CN,SV,2023,1
CN,GQ,2016,2
CN,GQ,2017,2
CN,GQ,2019,2
CN,GQ,2021,2
CN,GQ,2023,2
CN,ER,2016,1
CN,ER,2017,1
CN,ER,2019,1
CN,ER,2021,1
CN,ER,2023,1
CN,EE,2016,1
CN,EE,2017,1
CN,EE,2019,1
CN,EE,2021,1
CN,EE,2023,1
CN,ET,2016,2
CN,ET,2017,2
CN,ET,2019,2
CN,ET,2021,2
CN,ET,2023,2
CN,FJ,2016,1
CN,FJ,2017,1
CN,FJ,2019,1
CN,FJ,2021,1
CN,FJ,2023,1
CN,FI,2016,1
CN,FI,2017,1
CN,FI,2019,1
CN,FI,2021,1
CN,FI,2023,1
CN,FR,2016,5
CN,FR,2017,5
CN,FR,2019,5
CN,FR,2021,5
CN,FR,2023,5
CN,PF,2016,1
CN,PF,2017,1
CN,PF,2019,1
CN,PF,2021,1
CN,PF,2023,1
CN,GA,2016,1
CN,GA,2017,1
CN,GA,2019,1
CN,GA,2021,1
CN,GA,2023,1
CN,GM,2019,1
CN,GM,2021,1
CN,GM,2023,1
CN,GE,2016,1
CN,GE,2017,1
CN,GE,2019,1
CN,GE,2021,1
CN,GE,2023,1
CN,DE,2016,5
CN,DE,2017,5
CN,DE,2019,5
CN,DE,2021,5
CN,DE,2023,5
CN,GH,2016,1
CN,GH,2017,1
CN,GH,2019,1
CN,GH,2021,1
CN,GH,2023,1
CN,GR,2016,1
CN,GR,2017,1
CN,GR,2019,1
CN,GR,2021,1
CN,GR,2023,1
CN,GD,2016,1
CN,GD,2017,1
CN,GD,2019,1
CN,GD,2021,1
CN,GD,2023,1
CN,GN,2016,1
CN,GN,2017,1
CN,GN,2019,1
CN,GN,2021,1
CN,GN,2023,1
CN,GW,2016,1
CN,GW,2017,1
CN,GW,2019,1
CN,GW,2021,1
CN,GW,2023,1
CN,GY,2016,1
CN,GY,2017,1
CN,GY,2019,1
CN,GY,2021,1
CN,GY,2023,1
CN,HT,2017,1
CN,HT,2019,1
CN,HT,2021,1
CN,HT,2023,1
CN,HN,2023,1
CN,HU,2016,1
CN,HU,2017,1
CN,HU,2019,1
CN,HU,2021,1
CN,HU,2023,1
CN,IS,2016,1
CN,IS,2017,1
CN,IS,2019,1
CN,IS,2021,1
CN,IS,2023,1
CN,IN,2016,3
CN,IN,2017,3
CN,IN,2019,3
CN,IN,2021,3
CN,IN,2023,3
CN,ID,2016,5
CN,ID,2017,5
CN,ID,2019,5
CN,ID,2021,5
CN,ID,2023,5
CN,IR,2016,1
CN,IR,2017,1
CN,IR,2019,1
CN,IR,2021,1
CN,IR,2023,2
CN,IQ,2016,2
CN,IQ,2017,2
CN,IQ,2019,2
CN,IQ,2021,2
CN,IQ,2023,2
CN,IE,2016,1
CN,IE,2017,1
CN,IE,2019,1
CN,IE,2021,1
CN,IE,2023,1
CN,IL,2016,1
CN,IL,2017,1
CN,IL,2019,1
CN,IL,2021,1
CN,IL,2023,1
CN,IT,2016,3
CN,IT,2017,3
CN,IT,2019,3
CN,IT,2021,3
CN,IT,2023,3
CN,JM,2016,1
CN,JM,2017,1
CN,JM,2019,1
CN,JM,2021,1
CN,JM,2023,1
CN,JP,2016,7
CN,JP,2017,7
CN,JP,2019,7
CN,JP,2021,7
CN,JP,2023,7
CN,JO,2016,1
CN,JO,2017,1
CN,JO,2019,1
CN,JO,2021,1
CN,JO,2023,1
CN,KZ,2016,2
CN,KZ,2017,2
CN,KZ,2019,2
CN,KZ,2021,2
CN,KZ,2023,2
CN,KE,2016,1
CN,KE,2017,1
CN,KE,2019,1
CN,KE,2021,1
CN,KE,2023,1
CN,KI,2017,1
CN,KI,2019,1
CN,KI,2021,1
CN,KI,2023,1
CN,KW,2016,1
CN,KW,2017,1
CN,KW,2019,1
CN,KW,2021,1
CN,KW,2023,1
CN,KG,2016,1
CN,KG,2017,2
CN,KG,2019,2
CN,KG,2021,2
CN,KG,2023,1
CN,LA,2016,2
CN,LA,2017,2
CN,LA,2019,2
CN,LA,2021,2
CN,LA,2023,2
CN,LV,2016,1
CN,LV,2017,1
CN,LV,2019,1
CN,LV,2021,1
CN,LV,2023,1
CN,LB,2016,1
CN,LB,2017,1
CN,LB,2019,1
CN,LB,2021,1
CN,LB,2023,1
CN,LS,2016,1
CN,LS,2017,1
CN,LS,2019,1
CN,LS,2021,1
CN,LS,2023,1
CN,LR,2016,1
CN,LR,2017,1
CN,LR,2019,1
CN,LR,2021,1
CN,LR,2023,1
CN,LT,2016,1
CN,LT,2017,1
CN,LT,2019,1
CN,LT,2021,1
CN,LT,2023,1
CN,LU,2016,1
CN,LU,2017,1
CN,LU,2019,1
CN,LU,2021,1
CN,LU,2023,1
CN,MG,2016,1
CN,MG,2017,1
CN,MG,2019,1
CN,MG,2021,1
CN,MG,2023,1
CN,MW,2016,1
CN,MW,2017,1
CN,MW,2019,1
CN,MW,2021,1
CN,MW,2023,1
CN,MA,2016,4
CN,MA,2017,4
CN,MA,2019,4
CN,MA,2021,4
CN,MA,2023,4
CN,MV,2016,1
CN,MV,2017,1
CN,MV,2019,1
CN,MV,2021,1
CN,MV,2023,1
CN,ML,2016,1
CN,ML,2017,1
CN,ML,2019,1
CN,ML,2021,1
CN,ML,2023,1
CN,MT,2016,1
CN,MT,2017,1
CN,MT,2019,1
CN,MT,2021,1
CN,MT,2023,1
CN,MR,2016,1
CN,MR,2017,1
CN,MR,2019,1
CN,MR,2021,1
CN,MR,2023,1
CN,MU,2016,1
CN,MU,2017,1
CN,MU,2019,1
CN,MU,2021,1
CN,MU,2023,1
CN,MX,2016,2
CN,MX,2017,2
CN,MX,2019,2
CN,MX,2021,2
CN,MX,2023,2
CN,FM,2016,1
CN,FM,2017,1
CN,FM,2019,1
CN,FM,2021,1
CN,FM,2023,1
CN,MD,2016,1
CN,MD,2017,1
CN,MD,2019,1
CN,MD,2021,1
CN,MD,2023,1
CN,MO,2016,2
CN,MO,2017,2
CN,MO,2019,2
CN,MO,2021,2
CN,MO,2023,2
CN,ME,2016,2
CN,ME,2017,2
CN,ME,2019,2
CN,ME,2021,2
CN,ME,2023,1
CN,MAR,2016,1
CN,MAR,2017,1
CN,MAR,2019,1
CN,MAR,2021,1
CN,MAR,2023,1
CN,MZ,2016,1
CN,MZ,2017,1
CN,MZ,2019,1
CN,MZ,2021,1
CN,MZ,2023,1
CN,MY,2016,2
CN,MY,2017,2
CN,MY,2019,2
CN,MY,2021,2
CN,MY,2023,2
CN,NA,2016,1
CN,NA,2017,1
CN,NA,2019,1
CN,NA,2021,1
CN,NA,2023,1
CN,NP,2016,1
CN,NP,2017,1
CN,NP,2019,1
CN,NP,2021,1
CN,NP,2023,1
CN,NL,2016,2
CN,NL,2017,2
CN,NL,2019,2
CN,NL,2021,2
CN,NL,2023,2
CN,NZ,2016,2
CN,NZ,2017,3
CN,NZ,2019,3
CN,NZ,2021,3
CN,NZ,2023,3
CN,NI,2023,1
CN,NE,2016,1
CN,NE,2017,1
CN,NE,2019,1
CN,NE,2021,1
CN,NE,2023,1
CN,NG,2016,2
CN,NG,2017,2
CN,NG,2019,2
CN,NG,2021,2
CN,NG,2023,2
CN,NK,2016,2
CN,NK,2017,2
CN,NK,2019,2
CN,NK,2021,2
CN,NK,2023,2
CN,MK,2016,1
CN,MK,2017,1
CN,MK,2019,1
CN,MK,2021,1
CN,MK,2023,1
CN,NO,2016,1
CN,NO,2017,1
CN,NO,2019,1
CN,NO,2021,1
CN,NO,2023,1
CN,OM,2016,1
CN,OM,2017,1
CN,OM,2019,1
CN,OM,2021,1
CN,OM,2023,1
CN,PK,2016,3
CN,PK,2017,3
CN,PK,2019,3
CN,PK,2021,3
CN,PK,2023,3
CN,PA,2017,1
CN,PA,2019,1
CN,PA,2021,1
CN,PA,2023,1
CN,PG,2016,1
CN,PG,2017,1
CN,PG,2019,1
CN,PG,2021,1
CN,PG,2023,1
CN,PE,2016,1
CN,PE,2017,1
CN,PE,2019,1
CN,PE,2021,1
CN,PE,2023,1
CN,PH,2016,3
CN,PH,2017,3
CN,PH,2019,4
CN,PH,2021,4
CN,PH,2023,4
CN,PL,2016,2
CN,PL,2017,2
CN,PL,2019,2
CN,PL,2021,2
CN,PL,2023,2
CN,PT,2016,1
CN,PT,2017,1
CN,PT,2019,1
CN,PT,2021,1
CN,PT,2023,1
CN,QA,2016,1
CN,QA,2017,1
CN,QA,2019,1
CN,QA,2021,1
CN,QA,2023,1
CN,RO,2016,2
CN,RO,2017,2
CN,RO,2019,1
CN,RO,2021,1
CN,RO,2023,1
CN,RU,2016,5
CN,RU,2017,6
CN,RU,2019,7
CN,RU,2021,7
CN,RU,2023,7
CN,RW,2016,1
CN,RW,2017,1
CN,RW,2019,1
CN,RW,2021,1
CN,RW,2023,1
CN,WS,2016,1
CN,WS,2017,1
CN,WS,2019,1
CN,WS,2021,1
CN,WS,2023,1
CN,ST,2019,1
CN,ST,2021,1
CN,ST,2023,1
CN,SA,2016,2
CN,SA,2017,2
CN,SA,2019,2
CN,SA,2021,2
CN,SA,2023,2
CN,SN,2016,1
CN,SN,2017,1
CN,SN,2019,1
CN,SN,2021,1
CN,SN,2023,1
CN,RS,2016,1
CN,RS,2017,1
CN,RS,2019,1
CN,RS,2021,1
CN,RS,2023,1
CN,SC,2016,1
CN,SC,2017,1
CN,SC,2019,1
CN,SC,2021,1
CN,SC,2023,1
CN,SLE,2016,1
CN,SLE,2017,1
CN,SLE,2019,1
CN,SLE,2021,1
CN,SLE,2023,1
CN,SG,2016,1
CN,SG,2017,1
CN,SG,2019,1
CN,SG,2021,1
CN,SG,2023,1
CN,SVK,2016,1
CN,SVK,2017,1
CN,SVK,2019,1
CN,SVK,2021,1
CN,SVK,2023,1
CN,SI,2016,1
CN,SI,2017,1
CN,SI,2019,1
CN,SI,2021,1
CN,SI,2023,1
CN,SB,2021,1
CN,SB,2023,1
CN,SO,2016,1
CN,SO,2017,1
CN,SO,2019,1
CN,SO,2021,1
CN,SO,2023,1
CN,ZA,2016,4
CN,ZA,2017,4
CN,ZA,2019,4
CN,ZA,2021,4
CN,ZA,2023,4
CN,SK,2016,4
CN,SK,2017,4
CN,SK,2019,4
CN,SK,2021,4
CN,SK,2023,4
CN,SS,2016,1
CN,SS,2017,1
CN,SS,2019,1
CN,SS,2021,1
CN,SS,2023,1
CN,ES,2016,2
CN,ES,2017,2
CN,ES,2019,2
CN,ES,2021,2
CN,ES,2023,2
CN,SL,2016,1
CN,SL,2017,1
CN,SL,2019,1
CN,SL,2021,1
CN,SL,2023,1
CN,PS,2016,1
CN,PS,2017,1
CN,PS,2019,1
CN,PS,2021,1
CN,PS,2023,1
CN,SD,2016,1
CN,SD,2017,1
CN,SD,2019,1
CN,SD,2021,1
CN,SD,2023,1
CN,SR,2016,1
CN,SR,2017,1
CN,SR,2019,1
CN,SR,2021,1
CN,SR,2023,1
CN,SE,2016,2
CN,SE,2017,2
CN,SE,2019,2
CN,SE,2021,2
CN,SE,2023,2
CN,CH,2016,4
CN,CH,2017,4
CN,CH,2019,4
CN,CH,2021,4
CN,CH,2023,4
CN,SY,2016,1
CN,SY,2017,1
CN,SY,2019,1
CN,SY,2021,1
CN,SY,2023,1
CN,TJ,2016,1
CN,TJ,2017,1
CN,TJ,2019,1
CN,TJ,2021,1
CN,TJ,2023,1
CN,TZ,2016,2
CN,TZ,2017,2
CN,TZ,2019,2
CN,TZ,2021,2
CN,TZ,2023,2
CN,TH,2016,5
CN,TH,2017,5
CN,TH,2019,5
CN,TH,2021,5
CN,TH,2023,5
CN,TL,2016,1
CN,TL,2017,1
CN,TL,2019,1
CN,TL,2021,1
CN,TL,2023,1
CN,TG,2016,1
CN,TG,2017,1
CN,TG,2019,1
CN,TG,2021,1
CN,TG,2023,1
CN,TO,2016,1
CN,TO,2017,1
CN,TO,2019,1
CN,TO,2021,1
CN,TO,2023,1
CN,TT,2016,1
CN,TT,2017,1
CN,TT,2019,1
CN,TT,2021,1
CN,TT,2023,1
CN,TN,2016,1
CN,TN,2017,1
CN,TN,2019,1
CN,TN,2021,1
CN,TN,2023,1
CN,TR,2016,3
CN,TR,2017,3
CN,TR,2019,3
CN,TR,2021,3
CN,TR,2023,2
CN,TM,2016,1
CN,TM,2017,1
CN,TM,2019,1
CN,TM,2021,1
CN,TM,2023,1
CN,UG,2016,1
CN,UG,2017,1
CN,UG,2019,1
CN,UG,2021,1
CN,UG,2023,1
CN,UA,2016,2
CN,UA,2017,2
CN,UA,2019,2
CN,UA,2021,2
CN,UA,2023,1
CN,AE,2016,2
CN,AE,2017,2
CN,AE,2019,2
CN,AE,2021,2
CN,AE,2023,2
CN,UK,2016,3
CN,UK,2017,4
CN,UK,2019,4
CN,UK,2021,4
CN,UK,2023,4
CN,US,2016,7
CN,US,2017,7
CN,US,2019,7
CN,US,2021,6
CN,US,2023,6
CN,UY,2016,1
CN,UY,2017,1
CN,UY,2019,1
CN,UY,2021,1
CN,UY,2023,1
CN,UZ,2016,1
CN,UZ,2017,1
CN,UZ,2019,1
CN,UZ,2021,1
CN,UZ,2023,1
CN,VU,2016,1
CN,VU,2017,1
CN,VU,2019,1
CN,VU,2021,1
CN,VU,2023,1
CN,VE,2016,1
CN,VE,2017,1
CN,VE,2019,1
CN,VE,2021,1
CN,VE,2023,1
CN,VN,2016,2
CN,VN,2017,2
CN,VN,2019,3
CN,VN,2021,3
CN,VN,2023,3
CN,ZM,2016,1
CN,ZM,2017,1
CN,ZM,2019,1
CN,ZM,2021,1
CN,ZM,2023,1
CN,ZW,2016,1
CN,ZW,2017,1
CN,ZW,2019,1
CN,ZW,2021,1
CN,ZW,2023,1
CO,DZ,2021,1
CO,DZ,2023,1
CO,AR,2021,1
CO,AR,2023,1
CO,AB,2021,1
CO,AB,2023,1
CO,AU,2021,2
CO,AU,2023,2
CO,AT,2021,1
CO,AT,2023,1
CO,AZ,2021,1
CO,AZ,2023,1
CO,BE,2021,2
CO,BE,2023,1
CO,BO,2021,1
CO,BO,2023,1
CO,BRA,2021,4
CO,BRA,2023,4
CO,CA,2021,5
CO,CA,2023,5
CO,CL,2021,2
CO,CL,2023,2
CO,CN,2021,4
CO,CN,2023,4
CO,CR,2021,1
CO,CR,2023,1
CO,CU,2021,1
CO,CU,2023,1
CO,CC,2021,1
CO,CC,2023,1
CO,DK,2021,1
CO,DK,2023,1
CO,DO,2021,1
CO,DO,2023,1
CO,EC,2021,6
CO,EC,2023,6
CO,EG,2021,1
CO,EG,2023,1
CO,SV,2021,1
CO,SV,2023,1
CO,FI,2021,1
CO,FI,2023,1
CO,FR,2021,3
CO,FR,2023,2
CO,DE,2021,2
CO,DE,2023,2
CO,GH,2021,1
CO,GH,2023,1
CO,GT,2021,1
CO,GT,2023,1
CO,VA,2021,1
CO,VA,2023,1
CO,HN,2021,1
CO,HN,2023,1
CO,HU,2023,1
CO,IN,2021,1
CO,IN,2023,1
CO,ID,2021,1
CO,ID,2023,1
CO,IE,2021,1
CO,IE,2023,1
CO,IL,2021,1
CO,IL,2023,1
CO,IT,2021,3
CO,IT,2023,2
CO,JM,2021,1
CO,JM,2023,1
CO,JP,2021,1
CO,JP,2023,1
CO,KE,2021,1
CO,KE,2023,1
CO,LB,2021,1
CO,LB,2023,1
CO,MA,2021,1
CO,MA,2023,1
CO,MX,2021,3
CO,MX,2023,3
CO,MAR,2021,1
CO,MAR,2023,1
CO,NL,2021,2
CO,NL,2023,2
CO,NZ,2021,1
CO,NZ,2023,1
CO,NI,2021,1
CO,NI,2023,1
CO,NO,2021,1
CO,NO,2023,1
CO,PA,2021,4
CO,PA,2023,4
CO,PY,2021,1
CO,PY,2023,1
CO,PE,2021,2
CO,PE,2023,2
CO,PH,2023,1
CO,PL,2021,1
CO,PL,2023,1
CO,PT,2021,1
CO,PT,2023,1
CO,PR,2021,1
CO,PR,2023,1
CO,RU,2021,1
CO,RU,2023,1
CO,SG,2021,1
CO,SG,2023,1
CO,ZA,2021,1
CO,ZA,2023,1
CO,SK,2021,1
CO,SK,2023,1
CO,ES,2021,8
CO,ES,2023,7
CO,SE,2021,1
CO,SE,2023,1
CO,CH,2021,3
CO,CH,2023,3
CO,TH,2021,1
CO,TH,2023,1
CO,TT,2021,1
CO,TT,2023,1
CO,TR,2021,1
CO,TR,2023,1
CO,AE,2021,1
CO,AE,2023,1
CO,UK,2021,2
CO,UK,2023,1
CO,US,2021,14
CO,US,2023,13
CO,UY,2021,1
CO,UY,2023,1
CO,VE,2023,4
CO,VN,2021,1
CO,VN,2023,1
CR,AR,2021,1
CR,AR,2023,1
CR,AU,2021,2
CR,AU,2023,1
CR,AT,2021,2
CR,AT,2023,1
CR,AZ,2021,1
CR,BE,2021,1
CR,BE,2023,1
CR,BO,2023,1
CR,BRA,2021,1
CR,BRA,2023,1
CR,CA,2021,2
CR,CA,2023,1
CR,CL,2021,2
CR,CL,2023,1
CR,CN,2021,1
CR,CN,2023,1
CR,CO,2021,1
CR,CO,2023,1
CR,CU,2021,1
CR,CU,2023,1
CR,DO,2021,1
CR,DO,2023,1
CR,EC,2021,1
CR,EC,2023,1
CR,SV,2021,1
CR,SV,2023,1
CR,FR,2021,2
CR,FR,2023,1
CR,DE,2021,1
CR,DE,2023,1
CR,GT,2021,1
CR,GT,2023,1
CR,VA,2023,1
CR,HN,2021,1
CR,HN,2023,1
CR,IN,2021,1
CR,IN,2023,1
CR,ID,2021,1
CR,ID,2023,1
CR,IL,2021,1
CR,IL,2023,1
CR,IT,2021,2
CR,IT,2023,1
CR,JM,2021,1
CR,JM,2023,1
CR,JP,2021,1
CR,JP,2023,1
CR,KE,2021,1
CR,KE,2023,1
CR,MX,2021,1
CR,MX,2023,1
CR,NL,2021,1
CR,NL,2023,1
CR,NI,2021,2
CR,NI,2023,1
CR,PA,2021,2
CR,PA,2023,2
CR,PY,2021,1
CR,PY,2023,1
CR,PE,2021,1
CR,PE,2023,1
CR,PR,2021,1
CR,QA,2021,1
CR,QA,2023,1
CR,RU,2021,1
CR,RU,2023,1
CR,SG,2021,1
CR,SG,2023,1
CR,SK,2021,1
CR,SK,2023,1
CR,ES,2021,1
CR,ES,2023,1
CR,CH,2021,2
CR,CH,2023,2
CR,TR,2021,1
CR,TR,2023,1
CR,AE,2023,1
CR,UK,2021,1
CR,UK,2023,1
CR,US,2021,10
CR,US,2023,8
CR,UY,2021,1
CR,UY,2023,1
CZ,AF,2016,1
CZ,AF,2017,1
CZ,AF,2019,1
CZ,AL,2016,1
CZ,AL,2017,1
CZ,AL,2019,1
CZ,AL,2021,1
CZ,AL,2023,1
CZ,DZ,2016,1
CZ,DZ,2017,1
CZ,DZ,2019,1
CZ,DZ,2021,1
CZ,DZ,2023,1
CZ,AR,2016,1
CZ,AR,2017,1
CZ,AR,2019,1
CZ,AR,2021,1
CZ,AR,2023,1
CZ,AM,2016,1
CZ,AM,2017,1
CZ,AM,2019,1
CZ,AM,2021,1
CZ,AM,2023,1
CZ,AU,2016,2
CZ,AU,2017,2
CZ,AU,2019,2
CZ,AU,2021,2
CZ,AU,2023,2
CZ,AT,2016,2
CZ,AT,2017,2
CZ,AT,2019,2
CZ,AT,2021,2
CZ,AT,2023,2
CZ,AZ,2016,1
CZ,AZ,2017,1
CZ,AZ,2019,1
CZ,AZ,2021,1
CZ,AZ,2023,1
CZ,BY,2016,1
CZ,BY,2017,1
CZ,BY,2019,1
CZ,BY,2021,1
CZ,BY,2023,1
CZ,BE,2016,3
CZ,BE,2017,3
CZ,BE,2019,3
CZ,BE,2021,3
CZ,BE,2023,3
CZ,BIH,2016,1
CZ,BIH,2017,1
CZ,BIH,2019,1
CZ,BIH,2021,1
CZ,BIH,2023,1
CZ,BRA,2016,2
CZ,BRA,2017,2
CZ,BRA,2019,2
CZ,BRA,2021,2
CZ,BRA,2023,2
CZ,BG,2016,1
CZ,BG,2017,1
CZ,BG,2019,1
CZ,BG,2021,1
CZ,BG,2023,2
CZ,CB,2016,1
CZ,CB,2017,1
CZ,CB,2019,1
CZ,CB,2021,1
CZ,CB,2023,1
CZ,CA,2016,2
CZ,CA,2017,2
CZ,CA,2019,2
CZ,CA,2021,2
CZ,CA,2023,2
CZ,CL,2016,1
CZ,CL,2017,1
CZ,CL,2019,1
CZ,CL,2021,1
CZ,CL,2023,1
CZ,CN,2016,4
CZ,CN,2017,4
CZ,CN,2019,4
CZ,CN,2021,4
CZ,CN,2023,3
CZ,CO,2016,1
CZ,CO,2017,1
CZ,CO,2019,1
CZ,CO,2021,1
CZ,CO,2023,1
CZ,HR,2016,1
CZ,HR,2017,1
CZ,HR,2019,1
CZ,HR,2021,1
CZ,HR,2023,3
CZ,CU,2016,1
CZ,CU,2017,1
CZ,CU,2019,1
CZ,CU,2021,1
CZ,CU,2023,1
CZ,CY,2016,1
CZ,CY,2017,1
CZ,CY,2019,1
CZ,CY,2021,1
CZ,CY,2023,1
CZ,CD,2023,1
CZ,DK,2016,1
CZ,DK,2017,1
CZ,DK,2019,1
CZ,DK,2021,1
CZ,DK,2023,1
CZ,EG,2016,1
CZ,EG,2017,1
CZ,EG,2019,1
CZ,EG,2021,1
CZ,EG,2023,1
CZ,EE,2016,1
CZ,EE,2017,1
CZ,EE,2019,1
CZ,EE,2021,1
CZ,EE,2023,1
CZ,ET,2016,1
CZ,ET,2017,1
CZ,ET,2019,1
CZ,ET,2021,1
CZ,ET,2023,1
CZ,FI,2016,1
CZ,FI,2017,1
CZ,FI,2019,1
CZ,FI,2021,1
CZ,FI,2023,1
CZ,FR,2016,1
CZ,FR,2017,1
CZ,FR,2019,1
CZ,FR,2021,1
CZ,FR,2023,3
CZ,GE,2016,1
CZ,GE,2017,1
CZ,GE,2019,1
CZ,GE,2021,1
CZ,GE,2023,1
CZ,DE,2016,4
CZ,DE,2017,4
CZ,DE,2019,4
CZ,DE,2021,4
CZ,DE,2023,4
CZ,GH,2016,1
CZ,GH,2017,1
CZ,GH,2019,1
CZ,GH,2021,1
CZ,GH,2023,1
CZ,GR,2016,1
CZ,GR,2017,1
